proxy_estimator_name,proxy_warning,proxy_threshold,foreground_occupancy_proxy,ridge_response_p50,ridge_response_p95,orientation_mean_proxy,orientation_resultant_length_proxy,apparent_width_proxy_p50,component_length_proxy_p50,local_snr_proxy,endpoint_candidate_density,crossing_candidate_density,proxy_sensitivity_range,proxy_uncertainty,stable_image_id,source_kind,relative_path,inferred_condition,inferred_div
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,11,0.0193224,1.58114,4.12311,1.4811,0.0223683,4,1,5.20938,0.000191689,3.62396e-05,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_ab8a5dd57e15fbe9d2e3,blank_background,PN151_4R_CBD_DIV11 (Series 18) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,30.6868,7.62939e-05,2.23607,5.59017,1.50515,0.0101899,6,1,7.24919,9.53674e-07,9.53674e-07,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_afedddc4a39035e55219,blank_background,PN151_4R_CBD_DIV11 (Series 28) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,11,0.0146494,1,3.53553,1.46792,0.0123578,4,1,5.90972,0.000189781,4.3869e-05,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_b2abcc150c16a6d7cca7,blank_background,PN151_4R_CBD_DIV11 (Series 23) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,21.7912,0.00110817,2.5,5.59017,1.50501,0.00687447,9.5,1,5.4367,1.90735e-06,1.90735e-06,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_ba526d53c5769bd5fece,blank_background,PN148_4R_PSP_DIV15 (Series 1) [1].tif,PSP,DIV15
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,32.6868,0.000232697,2.54951,6.5,1.52112,0.0142425,not_available,1,5.67463,0,0,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_c00182c8d4f47fe67aa9,blank_background,PN148_4R_AD_DIV13 (Series 3) [1].tif,AD,DIV13
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,20.7912,0.000476837,2.06155,5.09902,1.49844,0.0107431,not_available,1,5.4233,0,0,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_ca042c3dcfcf09035923,blank_background,PN148_3R_AD_DIV15 (Series 2) [1].tif,AD,DIV15
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,20.7912,0.000813484,2,5.09902,1.50214,0.0143154,11,1,5.69551,9.53674e-07,9.53674e-07,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_d0a41f4af32f4866497f,blank_background,PN151_4R_CBD_DIV11 (Series 33) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,20.7912,0.000416756,1.58114,4.12311,1.47799,0.0222856,8,1,8.36124,5.72205e-06,5.72205e-06,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_d48ab8d2ac1026abfc85,blank_background,PN151_4R_CBD_DIV11 (Series 30) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,21.7912,0.000770569,2.23607,5.38516,1.47909,0.0207968,11,1,5.66345,2.86102e-06,2.86102e-06,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_e0f39b43e3d3f4c281a1,blank_background,PN148_4R_PSP_DIV15 (Series 0) [1].tif,PSP,DIV15
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,30.6868,1.23978e-05,2.06155,5.22015,1.50053,0.00279232,not_available,1,7.7995,0,0,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_e365a76f42760dd466b9,blank_background,PN148_3R_AD_DIV15 (Series 5) [1].tif,AD,DIV15
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,32.6868,0.000288963,2.54951,6.67083,1.48644,0.0332824,10,1,6.00202,9.53674e-07,9.53674e-07,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_e8891781fa88057f59f7,blank_background,PN151_4R_CBD_DIV11 (Series 3) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,20.7912,0.00120068,1.80278,5.14782,1.49684,0.0190036,3,1,5.07673,9.53674e-07,0,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_eeb10bbc10a5ef3f859b,blank_background,PN151_4R_CBD_DIV11 (Series 29) [1].tif,CBD,DIV11
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,32.6868,0.000175476,2.5,6.40312,1.48612,0.0174434,not_available,1,6.07692,0,0,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_f350649ab42bc5242f19,blank_background,PN148_4R_PSP_DIV15 (Series 11) [1].tif,PSP,DIV15
mad_threshold_components_gradient_orientation,proxy estimate only; not ground truth,20.7912,0.000127792,1.58114,4.47214,1.46367,0.00543072,4.5,1,6.38269,1.90735e-06,0,"threshold_mad_k=[4.0, 8.0]",broad; threshold-sensitive and unverified without labels,img_fe985fa79b4211834161,blank_background,PN148_3R_AD_DIV15 (Series 7) [1].tif,AD,DIV15
